-0.04802372	-0.018359039	-0.01497636	4.00855e-05	-0.0043371213	0.03034332	0.046053752	-0.03679038	-0.0050278218	-0.004606849	0.015104888	-0.05331794	-0.06814085	-0.0056708422	-0.007769761	-0.009552158
-0.003519556	-0.1119892	0.095144816	0.05366462	-0.13440295	0.038647678	0.06443569	-0.13485098	0.08646869	0.019218378	-0.087561876	-0.02561473	-0.02759405	-0.02840774	-0.06415124	-0.051041353
0.01600624	-0.09714238	0.09236559	0.03500765	-0.17791171	0.03979079	0.021315694	-0.12649117	0.13108301	0.036055047	-0.069474064	-0.035393376	-0.1135314	0.030294407	-0.060647625	-0.11313844
-0.24637516	0.2634367	-0.27698505	-0.2504345	0.23381534	0.3117985	-0.21419902	0.23843983	-0.27467927	0.1957928	0.25915688	-0.24731322	0.30054742	0.19216317	0.34204522	0.2816476
-0.035597503	-0.005446553	-0.039295707	-0.020539196	-0.01811626	0.044128865	-0.07194645	-0.07623488	-0.017429607	0.0389701	-0.022584006	-0.056613397	-0.009926703	0.07724817	-0.007011518	0.026699409
0.01124223	0.0035493479	0.051782213	-0.025995784	-0.024085304	-0.037463818	0.002684579	-0.041838255	0.004877192	-0.046765164	-0.011492737	-0.00554733	-0.057226963	0.016098171	-0.08194278	-0.009168672
-0.22490303	0.23071456	-0.23089695	-0.23999913	0.18939894	0.2776337	-0.25025547	0.18139042	-0.2876523	0.26829293	0.28303587	-0.26826993	0.26916453	0.227409	0.23105389	0.20006528
-0.023668185	-0.080751225	0.048611555	0.008647326	-0.08334249	0.012423982	-0.039506778	-0.09093888	0.052343167	0.025150856	-0.007946634	-0.046272255	-0.07111308	0.034570344	-0.051197574	0.017099
-0.17882797	0.1831963	-0.27689505	-0.20260453	0.1919491	0.22937961	-0.23757364	0.20713922	-0.25041708	0.2587547	0.19253522	-0.2566031	0.24759226	0.14862375	0.23831761	0.21580553
0.020020805	0.04936155	-0.014507971	-0.054004602	-0.0072515523	0.06084537	0.0063828425	0.038051147	0.0033374715	0.04477498	-0.0063582277	0.009369017	0.0025769842	-0.006025625	-0.014394472	0.05340142
-0.26044455	0.23279044	-0.2615445	-0.22616935	0.18203421	0.30678627	-0.28455156	0.18272163	-0.20219767	0.19364667	0.24457902	-0.22219224	0.23205116	0.2259828	0.24084808	0.2659983
-0.045278832	0.019916888	0.046225246	0.021424476	-0.030685566	-0.037797417	0.031411972	-0.03894425	0.03156023	0.056557704	-0.026626442	0.032243747	-0.052843183	-0.00800817	-0.0486743	-0.043958448
-0.03794421	0.08838701	-0.121134445	-0.065986656	0.13598582	0.12400799	-0.1062806	0.099545196	-0.12369388	0.060255002	0.13833144	-0.0110163335	0.13962536	0.044602226	0.147177	0.13209121
0.24304424	-0.21390067	0.21064728	0.18881655	-0.2980879	-0.17267798	0.2446667	-0.25642404	0.23583756	-0.122949205	-0.25055408	0.20278336	-0.20711482	-0.16845824	-0.2642815	-0.23829685
-0.015536391	-0.004678264	0.030473271	0.04476022	-0.07893439	-0.018353729	0.065314956	-0.07445554	0.080771714	0.008001018	-0.07842617	0.06886881	-0.053821087	-0.035616316	-0.05440802	-0.011410394
0.011483368	0.04039851	-0.0033970675	-0.072142735	-0.012021923	-0.009520215	-0.013769256	-0.02984538	0.018291378	0.027383452	0.0062126364	-0.0785105	0.021800896	-0.012832046	-0.049211197	0.029926129
0.07425612	-0.028155318	0.036458857	0.098159075	-0.12765084	0.021701496	0.017890071	-0.08608948	0.03522087	-0.047904886	-0.014980587	0.00087943126	-0.031113926	0.0019993992	-0.08579121	-0.068413824
-0.05763938	0.10926661	-0.016214622	0.0020496533	-0.0029829498	0.059014037	0.00195854	0.024964297	-0.053068724	0.07245038	0.014492223	-0.07078956	0.039269447	0.038093578	0.08360253	0.019157102
-0.056700382	-0.009834046	-0.021730928	-0.054128077	0.011177804	-0.015369038	-0.0015294994	0.03077496	0.03305389	0.028210405	-0.0032996638	-0.018660229	0.042854063	0.023374151	-0.008182014	-0.024728842
-0.13630168	0.15008017	-0.12684709	-0.12589233	0.05232756	0.10882076	-0.10506271	0.13821906	-0.16308045	0.104413934	0.15644388	-0.09207933	0.09454862	0.1163541	0.14421408	0.18439095
-0.037979495	0.09917238	-0.09911334	-0.07305525	0.060743686	0.10729455	-0.102355085	0.09661976	-0.04677131	0.027877044	0.07141952	-0.05714116	0.08400443	0.07622508	0.02225193	0.0869871
-0.0067880927	-0.07119232	-0.002805733	0.008791548	-0.033149768	-0.036854245	0.0118449675	-0.031993624	0.06440891	-0.0015189768	-0.06275482	-0.013213108	0.0010313259	0.010246734	-0.06773513	-0.038244344
-0.0080195265	-0.04484294	0.018355666	0.03809111	-0.0834366	0.017352698	0.045128383	-0.08779458	0.00694862	-0.022545192	-0.0149576	-0.014016345	-0.048053972	-0.024187794	0.0034986865	0.021682141
